dt,city,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1739710800,Kisumu,1,357.15,0.1,0.66,51.5,0.36,3.68,9.58,4.88
1739714400,Kisumu,1,433.92,0.13,1.23,54.36,0.54,5.91,13.55,7.09
1739718000,Kisumu,1,453.95,0.12,1.97,51.5,0.65,7.05,14.88,7.47
1739721600,Kisumu,1,480.65,0.04,3.26,44.35,0.94,9.1,17.45,8.23
1739725200,Kisumu,2,574.11,0.0,5.01,37.19,1.45,14.45,25.2,11.02
1739728800,Kisumu,2,680.92,0.0,6.51,32.9,1.8,21.03,34.55,14.06
1739732400,Kisumu,3,827.79,0.0,8.57,28.97,2.12,30.14,47.6,17.73
1739736000,Kisumu,3,961.3,0.0,10.37,23.25,2.18,38.83,59.97,20.52
1739739600,Kisumu,3,974.66,0.0,10.45,18.78,1.71,39.78,62.27,19.76
1739743200,Kisumu,3,947.95,0.01,9.94,15.2,1.4,38.41,61.34,19.0
1739746800,Kisumu,3,894.55,0.02,9.17,12.7,1.18,35.09,57.79,17.23
1739750400,Kisumu,3,781.06,0.02,8.14,11.18,0.97,29.57,51.16,14.69
1739754000,Kisumu,3,714.3,0.03,7.54,10.37,0.88,26.08,46.57,13.55
1739757600,Kisumu,2,674.25,0.04,7.2,9.66,0.84,24.55,44.62,13.3
1739761200,Kisumu,2,667.57,0.09,7.37,8.58,0.92,24.44,45.03,13.43
1739764800,Kisumu,3,727.65,0.35,8.65,6.35,1.45,28.44,52.38,15.07
1739768400,Kisumu,3,827.79,1.87,8.74,8.4,2.0,34.45,62.24,16.72
1739772000,Kisumu,3,907.9,1.96,7.45,37.55,2.32,43.3,73.39,17.48
1739775600,Kisumu,1,353.81,0.14,0.75,51.5,0.37,6.46,17.16,4.75
1739779200,Kisumu,1,303.75,0.08,0.45,55.79,0.27,4.27,12.11,3.36
1739782800,Kisumu,2,300.41,0.08,0.47,60.8,0.29,4.28,11.65,3.42
1739786400,Kisumu,2,297.07,0.07,0.51,65.09,0.28,4.13,10.65,3.42
1739790000,Kisumu,2,293.73,0.07,0.56,66.52,0.27,4.13,10.65,3.2
1739793600,Kisumu,2,283.72,0.06,0.6,66.52,0.25,3.84,10.1,2.75
1739797200,Kisumu,2,330.45,0.12,1.07,68.66,0.39,5.0,13.27,4.56
1739800800,Kisumu,2,407.22,0.15,1.97,70.81,0.66,7.32,19.33,7.28
1739804400,Kisumu,2,447.27,0.12,2.91,67.95,0.86,8.82,23.33,8.61
1739808000,Kisumu,2,547.41,0.04,5.44,57.94,1.71,14.42,32.85,13.68
1739811600,Kisumu,3,781.06,0.0,9.42,47.92,3.37,27.36,53.31,24.57
1739815200,Kisumu,3,1041.41,0.0,13.02,40.77,5.01,42.96,75.55,35.97
1739818800,Kisumu,4,1241.68,0.0,15.94,33.97,6.26,56.98,94.95,45.09
1739822400,Kisumu,4,1281.74,0.0,16.28,30.04,6.5,61.15,101.91,49.14
1739826000,Kisumu,3,1028.06,0.0,12.68,28.97,4.77,46.76,81.99,41.54
1739829600,Kisumu,3,767.71,0.0,8.48,27.54,2.53,31.44,59.29,26.09
1739833200,Kisumu,2,580.79,0.0,5.83,26.46,1.33,21.22,42.58,16.97
1739836800,Kisumu,2,460.62,0.0,4.37,26.46,0.79,14.52,31.12,12.29
1739840400,Kisumu,2,423.91,0.0,3.98,25.75,0.63,11.46,24.85,11.53
1739844000,Kisumu,2,427.25,0.0,4.07,24.68,0.62,10.52,22.82,12.16
1739847600,Kisumu,2,453.95,0.01,4.54,23.6,0.74,11.45,24.55,13.3
1739851200,Kisumu,2,547.41,0.03,6.43,20.92,1.28,16.59,33.34,14.95
1739854800,Kisumu,2,654.22,0.45,8.31,18.42,1.8,21.95,42.36,15.71
1739858400,Kisumu,2,700.95,1.31,6.68,33.26,2.0,24.82,46.26,15.07
1739862000,Kisumu,2,370.5,0.18,1.03,65.8,0.54,7.55,20.11,6.02
1739865600,Kisumu,2,350.48,0.12,0.69,75.1,0.48,7.11,19.55,5.57
1739869200,Kisumu,2,367.16,0.11,0.65,81.54,0.49,7.83,21.0,6.14
1739872800,Kisumu,2,330.45,0.06,0.63,87.26,0.35,5.55,14.46,4.62
1739876400,Kisumu,2,300.41,0.04,0.61,92.98,0.25,3.74,9.8,3.36
1739880000,Kisumu,2,287.06,0.04,0.63,94.41,0.22,3.29,8.83,2.94
1739883600,Kisumu,2,340.46,0.08,1.16,91.55,0.37,4.21,10.75,4.81
1739887200,Kisumu,2,467.3,0.17,2.38,90.84,0.73,7.46,17.17,8.74
1739890800,Kisumu,2,554.08,0.24,3.94,87.98,1.1,11.1,23.41,11.27
1739894400,Kisumu,2,700.95,0.1,7.54,67.95,1.97,19.84,36.4,15.45
1739898000,Kisumu,3,947.95,0.0,11.82,45.78,3.19,35.65,58.8,22.29
1739901600,Kisumu,4,1161.58,0.0,14.39,34.33,3.93,50.75,78.62,27.36
1739905200,Kisumu,4,1361.85,0.0,16.45,27.89,4.35,66.65,99.6,30.91
1739908800,Kisumu,5,1468.66,0.0,17.99,23.6,3.93,75.82,113.99,30.65
1739912400,Kisumu,4,1228.33,0.0,15.77,24.32,2.98,61.95,97.69,25.59
1739916000,Kisumu,3,867.84,0.0,11.14,26.46,1.97,39.24,65.61,19.25
1739919600,Kisumu,3,647.54,0.0,7.8,25.75,1.28,26.09,45.64,15.2
1739923200,Kisumu,2,514.03,0.0,5.83,24.68,0.86,18.35,33.81,12.92
1739926800,Kisumu,2,460.62,0.0,4.93,23.96,0.69,15.15,28.84,12.29
1739930400,Kisumu,2,433.92,0.0,4.41,23.6,0.6,13.3,25.91,11.78
1739934000,Kisumu,2,417.23,0.0,4.07,24.32,0.6,12.23,24.3,11.02
1739937600,Kisumu,2,433.92,0.01,4.54,26.82,0.86,13.25,26.42,10.77
1739941200,Kisumu,2,500.68,0.45,5.31,28.97,1.27,16.76,32.99,11.65
1739944800,Kisumu,2,560.76,0.8,3.98,48.64,1.51,20.88,40.18,12.41
1739948400,Kisumu,2,460.62,0.19,1.86,67.23,0.89,13.51,31.55,9.25
1739952000,Kisumu,2,467.3,0.14,1.5,75.1,0.83,12.55,31.58,9.37
1739955600,Kisumu,2,514.03,0.12,1.44,83.68,0.86,13.46,33.75,11.02
1739959200,Kisumu,2,393.87,0.07,0.86,81.54,0.46,7.2,17.42,6.21
1739962800,Kisumu,2,373.84,0.06,0.89,81.54,0.4,5.83,13.71,5.51
1739966400,Kisumu,2,377.18,0.07,1.05,81.54,0.42,5.74,13.46,5.7
1739970000,Kisumu,2,370.5,0.1,1.08,83.68,0.42,5.62,12.99,5.51
1739973600,Kisumu,2,373.84,0.13,1.36,84.4,0.45,6.05,13.48,5.64
1739977200,Kisumu,2,397.21,0.14,1.86,83.68,0.59,8.25,16.52,6.02
1739980800,Kisumu,2,527.38,0.06,4.46,71.53,1.33,15.81,27.44,9.25
1739984400,Kisumu,3,754.36,0.0,8.31,55.79,2.44,29.38,46.9,14.95
1739988000,Kisumu,3,947.95,0.0,10.71,46.49,3.04,42.51,65.33,19.25
1739991600,Kisumu,4,1148.22,0.0,13.19,38.98,3.37,56.58,85.72,23.31
1739995200,Kisumu,4,1295.09,0.0,14.91,31.47,3.22,67.09,101.9,25.08
1739998800,Kisumu,4,1214.98,0.0,14.57,25.03,2.26,63.3,100.18,22.29
1740002400,Kisumu,4,1081.47,0.0,13.37,20.03,1.58,55.66,90.42,19.51
1740006000,Kisumu,3,921.25,0.01,11.65,17.52,1.19,46.3,76.87,16.97
1740009600,Kisumu,3,741.0,0.01,9.42,19.49,0.92,34.38,57.64,14.82
1740013200,Kisumu,3,614.17,0.0,7.45,25.03,0.82,25.38,42.81,14.31
1740016800,Kisumu,2,547.41,0.0,6.17,30.76,0.77,20.29,35.18,14.19
1740020400,Kisumu,2,520.71,0.0,5.57,33.26,0.83,18.37,32.75,13.93
1740024000,Kisumu,2,574.11,0.0,6.85,31.11,1.36,21.38,38.53,14.57
1740027600,Kisumu,3,660.9,0.53,8.14,29.33,1.91,25.93,46.86,15.2
1740031200,Kisumu,3,680.92,1.06,5.65,48.64,2.0,27.98,50.22,14.57
1740034800,Kisumu,2,453.95,0.23,1.46,70.81,0.86,12.56,30.57,8.87
1740038400,Kisumu,2,447.27,0.16,1.03,80.82,0.82,11.95,31.44,8.87
1740042000,Kisumu,2,480.65,0.15,1.03,92.98,0.89,13.69,35.46,10.01
1740045600,Kisumu,2,350.48,0.1,0.65,92.98,0.69,6.91,17.62,4.94
1740049200,Kisumu,2,303.75,0.1,0.57,95.84,0.57,4.76,12.0,3.48
1740052800,Kisumu,2,290.39,0.1,0.58,97.27,0.52,4.25,10.8,3.1
1740056400,Kisumu,3,320.43,0.1,0.79,100.14,0.57,5.06,12.24,4.18
1740060000,Kisumu,3,417.23,0.1,1.46,101.57,0.77,8.76,19.05,7.16
1740063600,Kisumu,2,453.95,0.06,2.21,89.41,0.85,12.28,23.59,7.66
1740067200,Kisumu,2,554.08,0.02,4.67,70.1,1.45,19.28,32.43,10.01
1740070800,Kisumu,3,761.03,0.0,8.14,55.79,2.44,31.68,49.24,15.2
1740074400,Kisumu,3,921.25,0.0,10.02,49.35,2.86,42.49,63.35,18.75
1740078000,Kisumu,4,1094.82,0.0,11.48,44.35,3.01,53.59,78.31,21.53
1740081600,Kisumu,4,1174.93,0.0,12.68,37.55,2.71,60.45,89.72,22.04
1740085200,Kisumu,4,1094.82,0.0,12.85,31.11,1.91,56.62,88.47,19.51
1740088800,Kisumu,4,974.66,0.0,12.34,25.39,1.42,50.14,81.41,17.73
1740092400,Kisumu,3,841.14,0.0,11.14,22.35,1.13,41.67,68.59,16.09
1740096000,Kisumu,3,680.92,0.0,8.91,23.25,0.92,30.59,51.0,14.19
1740099600,Kisumu,2,574.11,0.0,6.94,26.82,0.8,22.73,38.25,13.43
1740103200,Kisumu,2,527.38,0.0,5.74,28.61,0.77,19.07,33.09,13.43
1740106800,Kisumu,2,520.71,0.0,5.48,27.54,0.88,18.34,33.16,14.19
1740110400,Kisumu,2,594.14,0.01,7.28,24.68,1.51,22.62,41.69,16.21
1740114000,Kisumu,3,714.3,0.75,8.83,23.25,2.12,28.73,52.56,16.97
1740117600,Kisumu,3,787.73,1.45,7.03,46.49,2.38,35.62,61.58,16.72
1740121200,Kisumu,2,480.65,0.25,1.74,72.96,0.92,14.6,31.82,9.12
1740124800,Kisumu,2,473.98,0.15,1.37,82.25,0.86,13.59,31.79,9.5
1740128400,Kisumu,2,520.71,0.11,1.52,87.98,0.92,14.58,35.17,11.15
1740132000,Kisumu,2,390.53,0.06,1.0,85.83,0.58,8.29,20.55,6.08
1740135600,Kisumu,2,313.76,0.04,0.75,84.4,0.44,5.35,13.58,3.39
1740139200,Kisumu,2,283.72,0.03,0.68,84.4,0.34,4.37,10.97,2.31
1740142800,Kisumu,2,313.76,0.11,0.92,87.98,0.41,5.16,12.41,3.55
1740146400,Kisumu,2,407.22,0.13,2.06,87.98,0.7,7.77,18.09,6.78
1740150000,Kisumu,2,500.68,0.09,3.68,81.54,1.04,10.92,24.25,9.63
1740153600,Kisumu,2,667.57,0.02,7.2,65.8,2.0,19.38,36.81,14.31
1740157200,Kisumu,3,934.6,0.0,11.82,49.35,3.37,35.6,59.49,21.28
1740160800,Kisumu,4,1174.93,0.0,14.74,39.34,4.23,52.75,82.53,26.85
1740164400,Kisumu,4,1388.55,0.0,17.14,32.19,4.71,69.19,106.21,30.91
1740168000,Kisumu,4,1428.6,0.0,17.65,27.18,4.29,74.53,114.97,28.88
1740171600,Kisumu,4,1161.58,0.0,14.39,27.18,2.95,58.9,94.09,22.04
1740175200,Kisumu,3,841.14,0.0,9.85,29.33,1.79,38.97,64.16,16.21
1740178800,Kisumu,2,594.14,0.0,6.08,32.19,1.04,24.24,41.55,12.67
1740182400,Kisumu,2,427.25,0.0,3.68,34.33,0.65,14.84,27.03,10.39
1740186000,Kisumu,2,373.84,0.0,2.83,34.69,0.51,11.06,21.18,9.63
1740189600,Kisumu,2,367.16,0.0,2.59,34.69,0.48,10.01,19.8,9.75
1740193200,Kisumu,2,380.52,0.0,2.74,35.41,0.54,10.29,20.55,10.13
1740196800,Kisumu,2,447.27,0.0,3.94,36.84,0.92,13.47,26.07,10.89
1740200400,Kisumu,2,514.03,0.25,4.97,38.27,1.33,16.8,32.05,11.15
1740204000,Kisumu,2,520.71,0.57,3.43,52.21,1.34,17.18,33.29,10.26
1740207600,Kisumu,2,347.14,0.13,0.75,67.95,0.42,7.44,18.71,4.56
1740211200,Kisumu,2,320.43,0.1,0.52,69.38,0.31,6.08,15.99,3.61
1740214800,Kisumu,2,300.41,0.08,0.42,70.1,0.25,5.12,13.91,2.98
1740218400,Kisumu,2,270.37,0.07,0.36,70.1,0.18,4.14,10.52,1.84
1740222000,Kisumu,2,263.69,0.08,0.39,72.24,0.17,3.86,9.4,1.6
1740225600,Kisumu,2,263.69,0.09,0.46,75.1,0.17,3.9,9.18,1.61
1740229200,Kisumu,2,277.04,0.11,0.61,77.96,0.22,4.25,10.12,2.31
1740232800,Kisumu,2,310.42,0.14,0.95,80.11,0.34,5.21,12.68,3.61
1740236400,Kisumu,2,340.46,0.15,1.52,80.11,0.49,6.45,15.19,4.81
1740240000,Kisumu,2,453.95,0.1,3.9,69.38,1.21,11.5,23.95,9.25
1740243600,Kisumu,2,634.19,0.0,7.11,54.36,2.35,21.19,39.41,16.97
1740247200,Kisumu,3,821.11,0.0,9.94,45.42,3.52,33.02,57.22,26.09
1740250800,Kisumu,3,907.9,0.0,11.14,39.34,4.11,39.72,67.6,31.41
1740254400,Kisumu,3,774.38,0.0,8.91,34.33,3.04,32.47,56.9,24.83
1740258000,Kisumu,2,527.38,0.0,5.36,33.97,1.49,18.7,35.09,14.69
1740261600,Kisumu,2,373.84,0.0,2.91,38.27,0.64,9.83,20.02,8.99
1740265200,Kisumu,1,313.76,0.0,1.8,41.84,0.34,6.42,14.18,6.46
1740268800,Kisumu,1,287.06,0.0,1.19,45.78,0.2,5.07,11.81,4.62
1740272400,Kisumu,1,287.06,0.0,1.06,47.92,0.19,4.87,11.35,4.43
1740276000,Kisumu,1,310.42,0.0,1.54,44.35,0.29,5.88,13.06,6.21
1740279600,Kisumu,1,347.14,0.0,2.29,40.77,0.45,7.58,16.3,8.23
1740283200,Kisumu,2,433.92,0.0,4.03,37.55,0.94,11.96,24.21,10.51
1740286800,Kisumu,2,500.68,0.27,4.93,37.91,1.25,14.95,29.7,10.64
1740290400,Kisumu,2,460.62,0.43,2.68,51.5,0.98,12.55,26.67,8.36
1740294000,Kisumu,2,370.5,0.14,0.85,62.94,0.5,7.45,19.32,5.57
1740297600,Kisumu,2,373.84,0.11,0.7,68.66,0.48,7.01,18.37,5.7
1740301200,Kisumu,2,397.21,0.09,0.65,73.67,0.47,7.12,18.45,6.52
1740304800,Kisumu,2,350.48,0.06,0.51,77.96,0.33,5.23,12.76,4.75
1740308400,Kisumu,2,323.77,0.06,0.49,78.68,0.26,4.48,10.47,3.74
1740312000,Kisumu,2,320.43,0.05,0.53,78.68,0.25,4.36,10.18,3.58
1740315600,Kisumu,2,330.45,0.06,0.71,77.25,0.29,4.89,11.17,4.02
1740319200,Kisumu,2,360.49,0.07,1.17,72.96,0.37,5.9,12.8,4.94
1740322800,Kisumu,2,390.53,0.05,1.86,67.23,0.48,7.27,14.49,5.7
1740326400,Kisumu,2,527.38,0.02,4.46,55.79,1.16,14.27,24.37,9.5
1740330000,Kisumu,3,741.0,0.0,7.88,43.27,2.12,27.17,42.47,14.95
1740333600,Kisumu,3,921.25,0.0,10.28,35.41,2.62,39.52,59.58,19.0
1740337200,Kisumu,4,1054.76,0.0,12.0,30.04,2.86,50.01,75.42,22.29
1740340800,Kisumu,4,1094.82,0.0,12.51,25.39,2.47,53.53,82.78,22.04
1740344400,Kisumu,3,947.95,0.0,11.14,23.25,1.59,45.13,73.01,18.49
1740348000,Kisumu,3,807.76,0.0,9.6,21.99,1.12,35.86,60.29,16.21
1740351600,Kisumu,3,700.95,0.0,8.05,20.74,0.92,28.79,49.58,14.57
1740355200,Kisumu,2,594.14,0.0,6.6,20.56,0.77,21.85,38.77,12.92
1740358800,Kisumu,2,534.06,0.0,5.65,21.1,0.74,17.84,32.25,12.67
1740362400,Kisumu,2,500.68,0.0,5.01,22.53,0.7,15.34,28.39,12.67
1740366000,Kisumu,2,487.33,0.0,4.8,24.32,0.75,14.16,27.07,13.05
1740369600,Kisumu,2,540.73,0.01,6.0,25.03,1.25,17.1,32.75,13.93
1740373200,Kisumu,2,634.19,0.56,7.03,26.82,1.8,21.74,40.98,14.82
1740376800,Kisumu,2,640.87,0.85,4.63,46.49,1.77,22.04,42.41,13.81
1740380400,Kisumu,2,440.6,0.19,1.29,60.08,0.77,9.12,23.88,8.23
1740384000,Kisumu,2,403.88,0.14,0.92,67.23,0.63,7.23,20.18,6.97
1740387600,Kisumu,2,380.52,0.12,0.76,73.67,0.52,6.2,17.72,6.27
1740391200,Kisumu,2,303.75,0.06,0.61,75.82,0.29,3.17,9.24,3.58
1740394800,Kisumu,2,270.37,0.05,0.56,76.53,0.22,2.03,6.11,2.5
1740398400,Kisumu,2,260.35,0.04,0.58,75.82,0.21,1.79,5.45,2.18
1740402000,Kisumu,2,310.42,0.07,1.2,74.39,0.38,2.98,8.29,4.12
1740405600,Kisumu,2,400.54,0.1,2.46,71.53,0.73,5.5,13.98,7.35
1740409200,Kisumu,2,467.3,0.08,3.64,67.95,1.03,7.78,18.73,9.37
1740412800,Kisumu,2,600.81,0.03,6.34,59.37,1.97,14.73,30.26,14.44
1740416400,Kisumu,3,841.14,0.0,10.62,49.35,3.64,28.51,52.08,25.08
1740420000,Kisumu,3,1081.47,0.0,14.57,42.92,5.3,44.54,75.11,36.48
1740423600,Kisumu,4,1268.39,0.0,16.96,37.91,6.56,57.49,94.14,45.6
1740427200,Kisumu,4,1214.98,0.0,16.11,34.69,6.32,56.34,93.53,46.61
1740430800,Kisumu,3,934.6,0.0,11.82,33.97,4.35,39.84,70.65,37.49
1740434400,Kisumu,3,680.92,0.0,7.63,32.19,2.38,25.58,49.01,25.59
1740438000,Kisumu,2,494.0,0.0,4.8,30.4,1.18,15.48,32.1,15.96
1740441600,Kisumu,2,377.18,0.0,3.21,28.97,0.62,9.06,20.32,10.64
1740445200,Kisumu,1,323.77,0.0,2.23,30.76,0.39,5.68,13.53,7.66
1740448800,Kisumu,1,307.08,0.0,1.84,32.54,0.32,4.74,11.94,6.71
1740452400,Kisumu,1,300.41,0.0,1.71,35.05,0.32,4.52,12.04,6.02
1740456000,Kisumu,1,317.1,0.0,2.06,39.34,0.47,5.3,14.11,5.83
1740459600,Kisumu,1,353.81,0.14,2.4,43.99,0.65,6.5,17.19,6.4
1740463200,Kisumu,1,373.84,0.27,1.63,54.36,0.68,7.09,19.34,6.52
1740466800,Kisumu,2,283.72,0.1,0.49,61.51,0.26,3.62,10.21,2.63
1740470400,Kisumu,2,273.7,0.08,0.37,62.23,0.21,3.17,8.85,2.12
1740474000,Kisumu,2,273.7,0.07,0.33,62.94,0.18,2.94,8.31,1.96
1740477600,Kisumu,2,273.7,0.07,0.33,63.66,0.17,2.75,7.71,1.85
1740481200,Kisumu,2,270.37,0.07,0.33,63.66,0.16,2.62,7.36,1.73
1740484800,Kisumu,2,267.03,0.07,0.35,63.66,0.15,2.45,6.88,1.65
1740488400,Kisumu,2,277.04,0.07,0.56,64.37,0.18,2.54,7.37,2.15
1740492000,Kisumu,2,290.39,0.07,0.92,62.23,0.25,2.94,8.91,2.88
1740495600,Kisumu,1,300.41,0.05,1.33,58.65,0.33,3.34,9.95,3.39
1740499200,Kisumu,1,310.42,0.01,1.61,54.36,0.41,3.75,11.04,3.7
1740502800,Kisumu,1,323.77,0.0,1.71,51.5,0.46,4.17,12.03,4.12
1740506400,Kisumu,1,330.45,0.0,1.69,50.78,0.5,4.31,11.86,4.18
1740510000,Kisumu,1,337.12,0.0,1.74,52.21,0.62,4.32,10.97,3.96
1740513600,Kisumu,1,330.45,0.0,1.69,52.21,0.58,4.1,10.15,3.89
1740517200,Kisumu,1,313.76,0.0,1.39,50.78,0.38,3.48,8.89,3.64
1740520800,Kisumu,1,330.45,0.0,1.71,46.49,0.43,4.23,10.0,5.38
1740524400,Kisumu,1,357.15,0.0,2.14,41.84,0.53,5.48,12.53,7.41
1740528000,Kisumu,1,363.83,0.0,2.23,40.41,0.53,6.13,14.54,8.49
1740531600,Kisumu,1,373.84,0.0,2.27,40.77,0.55,6.68,16.35,9.63
1740535200,Kisumu,1,370.5,0.0,2.14,40.77,0.5,6.69,16.52,8.99
1740538800,Kisumu,1,370.5,0.0,2.14,42.2,0.51,6.77,16.26,8.23
1740542400,Kisumu,1,407.22,0.0,2.87,45.06,0.77,8.55,18.77,7.85
1740546000,Kisumu,2,453.95,0.19,3.43,47.92,1.01,10.4,22.06,7.98
1740549600,Kisumu,2,440.6,0.33,2.18,57.22,0.91,9.77,21.25,6.97
1740553200,Kisumu,2,347.14,0.13,0.73,62.94,0.4,5.46,13.73,3.93
1740556800,Kisumu,2,327.11,0.11,0.55,65.8,0.31,4.59,11.75,3.29
1740560400,Kisumu,2,310.42,0.09,0.46,67.95,0.25,3.87,10.04,2.82
1740564000,Kisumu,2,283.72,0.07,0.36,71.53,0.15,2.82,6.68,1.87
1740567600,Kisumu,2,277.04,0.08,0.37,74.39,0.13,2.43,5.65,1.66
1740571200,Kisumu,2,277.04,0.08,0.41,74.39,0.13,2.37,5.57,1.73
1740574800,Kisumu,2,293.73,0.1,0.55,73.67,0.18,2.69,6.99,2.47
1740578400,Kisumu,2,307.08,0.12,0.78,71.53,0.25,3.08,8.69,3.23
1740582000,Kisumu,2,317.1,0.1,1.11,67.95,0.32,3.39,9.52,3.61
1740585600,Kisumu,2,337.12,0.02,1.65,65.8,0.45,4.21,11.48,4.24
1740589200,Kisumu,2,377.18,0.0,2.36,62.94,0.66,5.76,14.8,5.51
1740592800,Kisumu,2,407.22,0.0,2.78,60.08,0.83,7.08,16.64,6.4
1740596400,Kisumu,2,507.35,0.0,4.67,50.07,1.56,12.5,24.8,10.39
1740600000,Kisumu,2,614.17,0.0,6.77,41.84,2.18,18.33,34.52,15.33
1740603600,Kisumu,2,627.52,0.0,7.37,38.62,2.15,19.36,36.96,19.76
1740607200,Kisumu,2,687.6,0.0,8.05,37.91,2.41,21.85,40.87,27.61
1740610800,Kisumu,2,680.92,0.0,7.71,37.55,2.32,21.53,41.27,30.4
1740614400,Kisumu,2,580.79,0.0,6.25,37.19,1.73,17.1,35.29,25.59
1740618000,Kisumu,2,494.0,0.0,4.84,35.41,1.15,13.18,29.1,17.99
1740621600,Kisumu,2,433.92,0.0,3.73,32.9,0.81,10.6,23.91,13.17
1740625200,Kisumu,2,403.88,0.0,3.13,32.19,0.69,9.14,20.67,10.64
1740628800,Kisumu,2,407.22,0.0,3.17,36.12,0.83,9.23,20.57,8.74
1740632400,Kisumu,2,453.95,0.2,3.81,39.7,1.09,10.85,24.13,8.87
1740636000,Kisumu,2,473.98,0.45,2.72,52.21,1.1,11.33,26.02,8.87
1740639600,Kisumu,2,417.23,0.23,1.29,66.52,0.72,8.38,21.86,6.84
1740643200,Kisumu,2,413.89,0.17,0.99,76.53,0.63,8.0,21.22,6.59
1740646800,Kisumu,2,417.23,0.14,0.86,85.12,0.57,7.84,20.89,6.65
1740650400,Kisumu,2,340.46,0.12,0.67,85.12,0.3,5.58,11.5,3.51
1740654000,Kisumu,2,327.11,0.13,0.73,87.26,0.26,5.72,10.14,2.91
1740657600,Kisumu,2,330.45,0.14,0.88,92.98,0.29,6.68,11.19,2.91
1740661200,Kisumu,2,363.83,0.15,1.11,98.71,0.36,7.89,13.03,4.02
1740664800,Kisumu,3,427.25,0.16,1.5,103.0,0.54,9.12,16.36,6.27
1740668400,Kisumu,2,453.95,0.14,2.01,97.27,0.75,11.93,20.31,6.9
1740672000,Kisumu,3,627.52,0.04,5.18,90.12,1.74,26.14,37.81,11.15
1740675600,Kisumu,3,907.9,0.0,9.6,78.68,3.25,45.73,64.29,20.27
1740679200,Kisumu,4,1188.28,0.0,13.54,69.38,4.83,64.22,90.46,31.41
1740682800,Kisumu,5,1401.9,0.0,17.31,62.23,6.32,79.98,117.29,43.06
1740686400,Kisumu,5,1388.55,0.0,17.82,52.21,5.78,78.88,122.98,42.05
1740690000,Kisumu,4,1121.52,0.0,15.25,41.84,3.76,59.26,97.57,30.65
1740693600,Kisumu,3,881.2,0.0,12.34,32.54,2.26,42.05,70.72,21.28
1740697200,Kisumu,3,720.98,0.0,9.6,26.11,1.49,30.13,51.0,15.83
1740700800,Kisumu,2,587.46,0.0,7.11,23.6,1.03,21.61,36.98,12.41
1740704400,Kisumu,2,520.71,0.0,5.48,23.96,0.8,17.33,30.0,11.02
1740708000,Kisumu,2,480.65,0.0,4.58,24.68,0.67,14.96,26.4,10.39
1740711600,Kisumu,2,453.95,0.0,4.16,25.03,0.66,13.6,24.76,10.26
1740715200,Kisumu,2,487.33,0.01,5.06,25.39,1.03,15.11,28.39,11.02
1740718800,Kisumu,2,560.76,0.49,6.08,27.18,1.52,18.38,35.1,12.03
1740722400,Kisumu,2,614.17,1.05,4.88,45.78,1.8,21.95,41.38,12.54
1740726000,Kisumu,2,407.22,0.14,1.52,59.37,0.62,9.13,22.34,6.4
1740729600,Kisumu,2,390.53,0.14,1.17,65.09,0.54,8.35,21.12,5.95
1740733200,Kisumu,2,393.87,0.13,0.99,72.24,0.53,8.29,21.16,6.08
1740736800,Kisumu,2,343.8,0.1,0.69,75.1,0.37,6.29,14.59,3.93
1740740400,Kisumu,2,323.77,0.08,0.73,76.53,0.32,5.71,11.99,3.04
1740744000,Kisumu,2,330.45,0.07,0.97,77.96,0.34,6.57,12.75,2.94
1740747600,Kisumu,2,357.15,0.06,1.33,77.96,0.4,7.6,14.21,3.8
1740751200,Kisumu,2,410.56,0.04,1.82,76.53,0.53,8.26,16.84,5.89
1740754800,Kisumu,2,440.6,0.02,2.48,72.24,0.69,9.05,18.95,7.03
1740758400,Kisumu,2,560.76,0.01,4.88,67.23,1.34,18.1,30.14,9.88
1740762000,Kisumu,3,787.73,0.0,8.48,58.65,2.47,33.82,50.77,15.2
1740765600,Kisumu,3,974.66,0.0,10.8,52.21,3.07,45.26,66.31,19.25
1740769200,Kisumu,4,1161.58,0.0,12.85,45.78,3.58,57.61,83.57,23.81
1740772800,Kisumu,4,1308.44,0.0,14.74,37.91,3.64,68.39,99.68,26.09
1740776400,Kisumu,4,1228.33,0.0,14.22,30.76,2.71,64.8,99.81,23.56
1740780000,Kisumu,4,1054.76,0.0,12.51,24.68,1.85,53.99,89.08,20.01
1740783600,Kisumu,3,881.2,0.0,10.71,20.21,1.33,42.61,73.43,16.47
1740787200,Kisumu,3,714.3,0.0,8.83,17.88,0.97,31.58,55.3,13.55
1740790800,Kisumu,2,594.14,0.0,7.03,17.17,0.75,23.76,41.19,11.78
1740794400,Kisumu,2,527.38,0.01,5.91,16.63,0.63,19.19,33.19,11.4
1740798000,Kisumu,2,487.33,0.01,5.31,16.27,0.65,16.6,29.34,12.03
1740801600,Kisumu,2,514.03,0.04,5.91,15.91,1.03,17.63,32.06,13.3
1740805200,Kisumu,2,587.46,0.73,6.43,16.99,1.46,21.08,38.38,13.81
1740808800,Kisumu,3,660.9,1.2,5.14,37.91,1.73,26.43,46.0,13.81
1740812400,Kisumu,2,440.6,0.18,1.15,59.37,0.6,11.67,25.2,7.47
1740816000,Kisumu,2,440.6,0.1,0.81,65.8,0.54,10.71,23.89,7.28
1740819600,Kisumu,2,467.3,0.08,0.82,69.38,0.56,11.08,24.36,8.11
