dt,city,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1740823200,Kisumu,2,357.15,0.06,0.5,67.23,0.31,7.04,14.88,4.31
1740826800,Kisumu,2,317.1,0.05,0.41,67.95,0.24,5.62,11.67,2.98
1740830400,Kisumu,2,313.76,0.06,0.4,69.38,0.23,5.71,11.58,2.82
1740834000,Kisumu,2,317.1,0.06,0.46,71.53,0.25,6.4,12.34,2.82
1740837600,Kisumu,2,330.45,0.06,0.7,73.67,0.3,7.79,13.89,3.04
1740841200,Kisumu,2,347.14,0.03,1.04,75.82,0.37,9.17,15.25,3.36
1740844800,Kisumu,2,500.68,0.02,4.07,65.8,1.18,16.9,26.23,8.11
1740848400,Kisumu,3,727.65,0.0,7.97,50.78,2.26,29.96,44.76,14.06
1740852000,Kisumu,3,907.9,0.0,10.2,41.48,2.89,41.55,61.37,18.75
1740855600,Kisumu,3,961.3,0.0,10.37,36.12,3.01,46.23,71.43,21.03
1740859200,Kisumu,3,921.25,0.0,9.77,29.33,2.47,44.48,72.56,19.25
1740862800,Kisumu,3,807.76,0.0,8.83,24.32,1.67,38.45,64.99,16.21
1740866400,Kisumu,3,741.0,0.0,8.14,21.1,1.21,34.29,58.1,15.07
1740870000,Kisumu,3,660.9,0.0,7.11,19.67,0.92,29.29,50.02,13.81
1740873600,Kisumu,2,547.41,0.0,5.57,19.85,0.69,22.82,39.64,11.91
1740877200,Kisumu,2,467.3,0.0,4.5,20.56,0.57,18.46,32.33,10.77
1740880800,Kisumu,2,433.92,0.0,3.9,21.46,0.53,16.47,28.99,10.51
1740884400,Kisumu,2,433.92,0.0,3.86,22.53,0.57,15.96,28.3,10.64
1740888000,Kisumu,2,480.65,0.01,4.84,23.96,0.92,18.31,32.26,11.15
1740891600,Kisumu,2,547.41,0.41,5.57,26.82,1.27,21.11,37.16,11.27
1740895200,Kisumu,2,540.73,0.68,3.56,42.92,1.18,20.26,36.58,9.88
1740898800,Kisumu,2,393.87,0.16,1.0,57.22,0.49,12.11,25.17,5.7
1740902400,Kisumu,2,360.49,0.1,0.76,60.8,0.39,10.43,22.72,4.56
1740906000,Kisumu,2,330.45,0.07,0.67,62.94,0.3,8.95,20.04,3.64
1740909600,Kisumu,2,280.38,0.03,0.48,63.66,0.16,6.56,14.21,1.99
1740913200,Kisumu,2,267.03,0.03,0.47,63.66,0.13,5.61,12.04,1.63
1740916800,Kisumu,2,267.03,0.03,0.54,64.37,0.12,5.31,11.37,1.63
1740920400,Kisumu,2,270.37,0.03,0.63,64.37,0.13,5.12,10.7,1.79
1740924000,Kisumu,2,277.04,0.03,0.78,64.37,0.15,5.24,10.61,2.01
1740927600,Kisumu,2,287.06,0.02,0.93,64.37,0.19,5.68,10.88,2.22
1740931200,Kisumu,2,400.54,0.01,3.21,55.07,0.9,10.35,18.84,6.71
1740934800,Kisumu,2,607.49,0.0,6.43,42.92,1.88,20.17,34.62,13.05
1740938400,Kisumu,3,787.73,0.0,8.57,35.76,2.29,31.45,50.5,17.23
1740942000,Kisumu,3,921.25,0.0,10.02,32.9,2.5,41.34,63.36,17.99
1740945600,Kisumu,3,1014.71,0.0,11.14,28.61,2.41,48.39,72.84,17.99
1740949200,Kisumu,3,988.01,0.0,10.88,26.11,1.86,47.72,72.76,16.47
1740952800,Kisumu,3,947.95,0.0,10.2,23.6,1.49,45.3,70.02,15.83
1740956400,Kisumu,3,907.9,0.0,9.34,21.82,1.31,42.16,66.6,15.2
1740960000,Kisumu,3,827.79,0.0,8.23,20.92,1.16,36.24,59.45,14.69
1740963600,Kisumu,3,787.73,0.0,7.8,20.56,1.27,33.67,56.58,17.48
1740967200,Kisumu,3,794.41,0.0,8.05,20.74,1.58,33.68,57.0,23.31
1740970800,Kisumu,3,814.44,0.0,8.74,20.74,1.97,34.43,59.34,29.39
1740974400,Kisumu,3,867.84,0.02,10.71,18.95,2.77,37.45,66.32,34.45
1740978000,Kisumu,3,947.95,1.19,11.48,19.85,3.46,42.6,76.45,35.97
1740981600,Kisumu,4,1028.06,1.7,8.83,52.21,3.37,53.25,89.56,32.17
1740985200,Kisumu,2,410.56,0.09,1.05,60.8,0.48,9.64,22.59,6.97
1740988800,Kisumu,2,323.77,0.05,0.64,61.51,0.27,5.17,13.16,3.89
1740992400,Kisumu,2,303.75,0.03,0.6,63.66,0.23,4.12,10.55,3.17
1740996000,Kisumu,2,293.73,0.04,0.56,66.52,0.2,3.77,9.27,2.88
1740999600,Kisumu,2,290.39,0.06,0.51,70.81,0.2,3.95,9.45,2.69
1741003200,Kisumu,2,287.06,0.08,0.47,74.39,0.19,4.03,9.38,2.44
1741006800,Kisumu,2,290.39,0.08,0.48,75.82,0.18,4.23,9.55,2.53
1741010400,Kisumu,2,307.08,0.09,0.62,75.1,0.21,4.75,10.57,3.01
1741014000,Kisumu,2,327.11,0.07,0.9,70.81,0.26,5.41,11.71,3.51
1741017600,Kisumu,2,423.91,0.03,2.55,60.08,0.69,8.54,17.08,6.59
1741021200,Kisumu,2,587.46,0.0,5.27,47.21,1.4,15.06,26.9,10.89
1741024800,Kisumu,2,680.92,0.0,6.77,38.62,1.7,20.37,33.58,13.05
1741028400,Kisumu,3,821.11,0.0,8.57,31.83,2.06,29.4,45.18,15.96
1741032000,Kisumu,3,1014.71,0.0,10.8,24.32,2.29,41.42,60.86,19.0
1741035600,Kisumu,3,1054.76,0.0,11.14,19.49,1.74,44.75,66.31,17.99
1741039200,Kisumu,3,1014.71,0.01,10.45,16.45,1.27,43.52,66.83,15.96
1741042800,Kisumu,3,961.3,0.01,9.6,14.48,0.98,41.29,65.75,12.67
1741046400,Kisumu,3,867.84,0.02,8.65,12.87,0.78,37.75,62.75,9.37
1741050000,Kisumu,3,827.79,0.02,8.31,11.8,0.86,36.19,61.2,11.15
1741053600,Kisumu,3,821.11,0.03,8.48,11.62,1.15,36.04,61.91,16.72
1741057200,Kisumu,3,821.11,0.04,9.0,11.62,1.52,35.92,62.86,21.79
1741060800,Kisumu,3,847.82,0.12,10.54,10.73,2.29,37.58,67.04,25.33
1741064400,Kisumu,3,894.55,1.48,10.62,13.59,3.01,40.53,73.4,27.87
1741068000,Kisumu,3,947.95,1.87,8.31,44.35,3.04,47.54,82.39,26.35
1741071600,Kisumu,2,387.19,0.12,0.91,52.93,0.45,8.0,20.48,6.08
1741075200,Kisumu,1,333.79,0.08,0.49,53.64,0.3,5.21,14.12,4.24
1741078800,Kisumu,1,337.12,0.07,0.43,55.79,0.28,4.91,13.11,4.18
1741082400,Kisumu,1,347.14,0.07,0.43,57.94,0.29,4.97,12.65,4.37
1741086000,Kisumu,2,343.8,0.07,0.43,60.8,0.27,4.82,11.85,4.18
1741089600,Kisumu,2,327.11,0.07,0.42,60.8,0.23,4.43,10.61,3.61
1741093200,Kisumu,2,330.45,0.07,0.52,62.94,0.25,4.82,10.96,3.7
1741096800,Kisumu,2,373.84,0.07,0.81,67.95,0.35,6.95,14.44,4.75
1741100400,Kisumu,2,407.22,0.05,1.25,74.39,0.47,10.25,18.34,5.26
1741104000,Kisumu,2,534.06,0.02,3.73,73.67,1.13,19.22,29.25,8.11
1741107600,Kisumu,3,720.98,0.0,6.77,62.94,2.12,30.81,45.07,12.67
1741111200,Kisumu,3,854.49,0.0,8.4,53.64,2.65,39.09,56.82,15.96
1741114800,Kisumu,3,1001.36,0.0,9.77,46.49,3.07,48.07,69.48,19.51
1741118400,Kisumu,4,1108.17,0.0,10.62,41.13,2.98,55.12,79.3,20.77
1741122000,Kisumu,4,1081.47,0.0,10.11,37.19,2.18,54.02,78.65,19.25
1741125600,Kisumu,4,1041.41,0.0,9.42,33.26,1.58,51.84,77.15,17.73
1741129200,Kisumu,3,974.66,0.0,8.91,27.54,1.18,48.78,74.45,16.21
1741132800,Kisumu,3,847.82,0.0,8.4,20.92,0.89,41.39,65.45,14.44
1741309200,Kisumu,3,720.98,0.02,8.31,12.34,0.97,31.49,52.66,14.69
1741312800,Kisumu,2,600.81,0.03,7.03,11.18,0.81,22.6,39.15,13.17
1741316400,Kisumu,2,500.68,0.04,5.91,11.44,0.76,16.0,28.93,12.03
1741320000,Kisumu,2,460.62,0.06,5.48,13.05,0.97,12.93,24.85,10.89
1741323600,Kisumu,2,487.33,0.75,5.18,15.74,1.27,13.72,27.26,10.77
1741327200,Kisumu,2,507.35,1.08,3.81,32.9,1.34,15.08,30.19,10.51
1741330800,Kisumu,1,287.06,0.15,0.66,42.2,0.35,3.69,9.72,3.23
1741334400,Kisumu,1,273.7,0.1,0.46,45.78,0.32,2.97,8.0,2.69
1741338000,Kisumu,1,280.38,0.09,0.46,49.35,0.34,3.03,8.14,2.85
1741341600,Kisumu,1,297.07,0.09,0.49,52.21,0.37,3.36,8.47,3.23
1741345200,Kisumu,1,313.76,0.09,0.51,55.79,0.38,3.89,9.33,3.61
1741348800,Kisumu,1,323.77,0.09,0.55,58.65,0.41,4.41,10.34,3.86
1741352400,Kisumu,2,353.81,0.1,0.72,62.94,0.48,5.94,12.85,4.81
1741356000,Kisumu,2,383.85,0.12,0.99,67.95,0.57,9.41,17.41,5.57
1741359600,Kisumu,2,377.18,0.11,1.22,65.09,0.52,11.98,19.1,4.88
1741363200,Kisumu,2,494.0,0.05,4.11,48.64,1.21,18.33,27.0,7.85
1741366800,Kisumu,3,707.63,0.0,7.88,35.05,2.21,29.82,43.48,13.17
1741370400,Kisumu,3,907.9,0.0,10.62,27.89,2.92,41.86,61.49,18.49
1741374000,Kisumu,4,1081.47,0.0,12.85,23.25,3.49,53.5,79.64,23.56
1741377600,Kisumu,4,1121.52,0.01,13.19,19.13,2.95,56.96,86.33,21.79
1741381200,Kisumu,3,1001.36,0.01,11.82,16.99,1.83,49.85,77.09,17.23
1741384800,Kisumu,3,881.2,0.01,9.77,15.56,1.1,41.59,64.84,14.06
1741388400,Kisumu,3,754.36,0.01,7.8,14.84,0.72,34.67,54.19,11.78
1741392000,Kisumu,3,647.54,0.01,6.25,14.66,0.54,28.74,45.24,10.13
1741395600,Kisumu,3,620.84,0.01,6.0,13.95,0.56,27.34,42.7,10.01
1741399200,Kisumu,3,634.19,0.02,6.34,13.41,0.74,27.32,43.2,14.19
1741402800,Kisumu,3,654.22,0.02,7.2,13.05,1.04,27.69,44.54,20.27
1741406400,Kisumu,3,707.63,0.1,8.91,11.0,1.71,29.11,48.57,25.59
1741410000,Kisumu,3,827.79,1.05,10.02,10.1,2.41,34.21,57.23,28.37
1741413600,Kisumu,3,1014.71,1.9,9.08,32.9,2.77,47.79,74.35,28.37
1741417200,Kisumu,2,514.03,0.1,1.19,50.78,0.67,10.45,24.02,10.13
1741420800,Kisumu,1,420.57,0.05,0.72,49.35,0.51,6.49,15.37,6.71
1741424400,Kisumu,1,403.88,0.03,0.71,49.35,0.45,5.54,13.03,5.95
1741428000,Kisumu,1,400.54,0.02,0.75,50.07,0.42,5.04,11.48,5.32
1741431600,Kisumu,1,390.53,0.01,0.75,51.5,0.37,4.4,9.5,4.37
1741435200,Kisumu,1,370.5,0.01,0.73,52.21,0.31,3.63,7.36,3.48
1741438800,Kisumu,1,357.15,0.01,0.78,53.64,0.25,2.97,5.84,3.13
1741442400,Kisumu,1,360.49,0.01,1.04,52.93,0.24,2.61,5.17,3.36
1741446000,Kisumu,1,373.84,0.01,1.41,50.07,0.26,2.58,5.22,3.8
1741449600,Kisumu,1,527.38,0.01,4.84,40.05,1.04,8.96,15.85,9.12
1741453200,Kisumu,2,767.71,0.0,9.08,29.33,2.09,21.29,34.9,16.09
1741456800,Kisumu,3,934.6,0.0,11.31,23.96,2.74,32.05,50.89,21.28
1741460400,Kisumu,3,1068.12,0.0,12.68,20.21,3.28,41.32,65.05,26.09
1741464000,Kisumu,3,1161.58,0.01,13.54,15.2,2.95,48.13,75.35,24.32
1741467600,Kisumu,3,1108.17,0.02,12.34,11.35,1.8,44.57,70.63,14.82
1741471200,Kisumu,3,1028.06,0.03,10.71,9.12,1.07,39.77,63.99,9.12
1741474800,Kisumu,3,947.95,0.03,9.42,7.6,0.79,36.34,59.65,7.98
1741478400,Kisumu,3,827.79,0.04,7.97,6.97,0.63,30.68,51.9,7.35
1741482000,Kisumu,2,734.33,0.05,6.85,7.24,0.58,24.2,41.68,7.66
1741485600,Kisumu,2,680.92,0.05,6.34,7.78,0.63,19.17,33.51,9.37
1741489200,Kisumu,2,647.54,0.06,6.34,8.58,0.77,16.2,28.67,11.78
1741492800,Kisumu,2,680.92,0.13,7.54,9.3,1.3,17.55,30.83,14.57
1741496400,Kisumu,2,801.09,0.36,9.25,9.12,1.67,22.32,37.68,13.81
1741500000,Kisumu,3,974.66,0.51,9.77,13.77,1.74,27.39,43.18,12.03
1741503600,Kisumu,1,674.25,0.12,3.3,35.76,0.58,9.09,16.62,7.66
1741507200,Kisumu,1,600.81,0.09,1.82,41.84,0.44,5.93,11.4,7.03
1741510800,Kisumu,1,560.76,0.07,1.18,45.06,0.35,4.32,8.83,6.21
1741514400,Kisumu,1,393.87,0.04,0.61,42.2,0.16,1.69,3.92,2.85
1741518000,Kisumu,1,343.8,0.03,0.53,40.77,0.12,1.16,2.91,2.09
1741521600,Kisumu,1,340.46,0.02,0.56,40.77,0.11,1.1,2.77,2.03
1741525200,Kisumu,1,417.23,0.04,2.06,36.12,0.42,3.41,6.58,4.31
1741528800,Kisumu,1,540.73,0.07,4.71,30.04,0.83,7.77,13.24,7.47
1741532400,Kisumu,2,667.57,0.04,7.54,25.75,1.3,12.97,21.16,11.4
1741536000,Kisumu,2,834.47,0.01,10.62,22.89,2.18,22.07,34.44,17.99
1741539600,Kisumu,3,974.66,0.0,11.82,20.03,2.5,30.97,46.6,20.01
1741543200,Kisumu,3,1014.71,0.0,10.71,20.38,2.06,32.11,48.43,16.97
1741546800,Kisumu,2,921.25,0.0,7.97,23.25,1.27,23.76,39.61,12.03
1741550400,Kisumu,2,854.49,0.0,6.6,23.25,0.86,18.87,34.5,8.49
1741554000,Kisumu,2,741.0,0.0,5.1,22.89,0.49,13.85,27.14,5.51
1741557600,Kisumu,2,667.57,0.0,4.03,22.53,0.36,11.18,22.14,4.37
1741561200,Kisumu,1,607.49,0.0,3.51,20.92,0.31,9.87,19.66,3.64
1741564800,Kisumu,1,540.73,0.0,2.96,19.31,0.26,8.48,17.11,2.88
1741568400,Kisumu,1,514.03,0.01,2.78,15.91,0.3,9.0,17.62,3.26
1741572000,Kisumu,2,527.38,0.02,3.21,11.98,0.39,10.83,20.27,4.37
1741575600,Kisumu,2,574.11,0.06,4.03,9.48,0.57,13.64,24.59,6.08
1741579200,Kisumu,2,680.92,0.27,6.08,7.06,1.13,20.37,35.28,8.36
1741582800,Kisumu,3,761.03,0.65,7.8,6.53,1.48,25.3,43.24,8.36
1741586400,Kisumu,2,754.36,0.86,7.2,12.87,1.43,24.65,42.35,7.41
1741590000,Kisumu,2,574.11,0.18,3.56,28.25,0.72,10.56,20.81,5.0
1741593600,Kisumu,1,547.41,0.09,2.4,34.33,0.57,6.89,14.57,5.57
1741597200,Kisumu,1,574.11,0.05,1.88,36.12,0.51,5.59,12.11,6.84
1741600800,Kisumu,1,433.92,0.01,0.89,35.05,0.22,2.29,5.11,3.29
1741604400,Kisumu,1,407.22,0.02,0.73,34.69,0.17,1.78,4.19,2.56
1741608000,Kisumu,1,413.89,0.03,0.72,35.05,0.17,1.71,4.01,2.53
1741611600,Kisumu,1,440.6,0.04,0.9,35.41,0.2,1.99,4.49,2.85
1741615200,Kisumu,1,480.65,0.05,1.34,35.76,0.26,2.79,6.18,3.7
1741618800,Kisumu,1,514.03,0.04,1.67,35.05,0.31,3.47,7.78,4.43
1741622400,Kisumu,1,640.87,0.01,3.94,28.61,0.84,9.48,18.92,7.09
1741626000,Kisumu,2,827.79,0.01,7.11,19.85,1.48,20.59,37.59,9.12
1741629600,Kisumu,3,961.3,0.04,8.91,13.77,1.68,30.15,51.58,8.87
1741633200,Kisumu,3,974.66,0.1,9.17,9.3,1.58,33.43,56.48,7.66
1741636800,Kisumu,3,934.6,0.18,8.83,6.44,1.31,32.5,53.92,6.59
1741640400,Kisumu,3,847.82,0.15,8.23,5.19,0.85,28.51,45.98,5.38
1741644000,Kisumu,3,814.44,0.14,7.8,4.38,0.68,27.05,42.88,5.51
1741647600,Kisumu,3,787.73,0.15,7.37,3.67,0.6,26.31,41.91,5.7
1741651200,Kisumu,2,747.68,0.18,6.68,3.08,0.55,24.81,40.18,5.89
1741654800,Kisumu,2,727.65,0.23,6.25,2.59,0.55,24.0,38.55,6.33
1741658400,Kisumu,2,741.0,0.29,6.08,2.21,0.59,23.98,37.72,7.22
1741662000,Kisumu,3,774.38,0.47,6.25,1.79,0.75,25.27,39.0,8.61
1741665600,Kisumu,3,867.84,1.33,6.94,1.03,1.34,29.98,47.67,10.64
1741669200,Kisumu,3,1014.71,3.05,7.45,2.91,1.94,38.23,61.28,11.91
1741672800,Kisumu,4,1188.28,2.37,8.83,28.97,2.32,53.01,80.48,13.93
1741676400,Kisumu,3,881.2,0.33,2.63,57.94,1.03,25.86,47.75,12.29
1741680000,Kisumu,2,947.95,0.14,1.69,65.8,0.95,23.27,47.02,15.07
1741683600,Kisumu,3,1188.28,0.09,1.99,70.1,1.06,26.84,53.85,20.01
1741687200,Kisumu,3,1441.96,0.08,2.83,65.09,1.18,33.32,64.52,21.03
1741690800,Kisumu,3,1575.47,0.11,3.26,62.94,1.28,41.54,75.07,18.49
1741694400,Kisumu,3,1655.58,0.11,3.17,65.09,1.24,46.6,78.74,15.45
1741698000,Kisumu,3,1548.77,0.1,3.08,63.66,1.13,43.56,71.5,13.43
1741701600,Kisumu,3,1241.68,0.08,3.34,55.07,1.01,31.6,53.49,11.91
1741705200,Kisumu,2,1001.36,0.04,3.77,45.78,0.95,22.21,40.38,10.64
1741708800,Kisumu,2,947.95,0.01,5.65,35.41,1.3,22.38,43.57,11.02
1741712400,Kisumu,3,1028.06,0.0,8.05,24.32,1.79,29.63,56.41,12.41
1741716000,Kisumu,3,1108.17,0.01,9.51,17.34,2.0,36.9,67.17,12.29
1741719600,Kisumu,3,1108.17,0.04,10.02,12.87,1.86,38.22,68.95,10.64
1741723200,Kisumu,3,1014.71,0.06,9.94,10.01,1.49,32.57,59.58,9.37
1741726800,Kisumu,2,881.2,0.04,9.68,8.31,0.95,24.63,45.59,8.04
1741730400,Kisumu,2,807.76,0.04,9.17,7.24,0.7,20.35,36.65,7.79
1741734000,Kisumu,2,727.65,0.03,8.14,7.24,0.54,16.68,29.72,6.65
1741737600,Kisumu,2,614.17,0.03,6.51,7.96,0.42,12.14,22.39,5.13
1741741200,Kisumu,1,527.38,0.03,4.97,8.58,0.37,9.2,17.93,4.75
1741744800,Kisumu,1,500.68,0.06,4.37,7.24,0.42,9.08,18.28,5.45
1741748400,Kisumu,2,514.03,0.14,4.5,5.68,0.59,10.71,21.54,6.9
1741752000,Kisumu,2,600.81,0.62,5.65,3.53,1.15,16.72,31.86,9.12
1741755600,Kisumu,2,741.0,2.04,6.34,4.16,1.65,24.73,44.53,11.02
1741759200,Kisumu,3,867.84,1.98,6.51,28.25,1.91,35.34,57.47,12.67
1741762800,Kisumu,1,393.87,0.12,0.87,38.27,0.32,4.54,11.04,4.18
1741766400,Kisumu,1,340.46,0.08,0.48,42.2,0.24,2.42,6.89,3.13
1741770000,Kisumu,1,337.12,0.08,0.41,44.7,0.23,2.27,6.64,3.26
1741773600,Kisumu,1,363.83,0.09,0.47,47.92,0.28,2.97,7.74,4.24
1741777200,Kisumu,1,410.56,0.11,0.64,50.78,0.38,4.23,10.17,5.64
1741780800,Kisumu,1,447.27,0.12,0.82,53.64,0.46,5.34,12.5,6.84
1741784400,Kisumu,1,500.68,0.15,1.11,57.22,0.57,6.93,15.26,8.23
1741788000,Kisumu,2,554.08,0.21,1.63,60.8,0.7,9.04,18.52,9.37
1741791600,Kisumu,2,547.41,0.24,2.44,57.94,0.81,10.05,19.42,9.12
1741795200,Kisumu,2,567.44,0.08,3.77,45.06,1.01,11.57,20.8,9.25
1741798800,Kisumu,2,634.19,0.0,4.97,33.26,1.25,14.74,24.77,10.01
1741802400,Kisumu,2,680.92,0.0,5.44,28.25,1.31,17.51,28.12,8.74
1741806000,Kisumu,2,774.38,0.0,6.51,24.68,1.48,23.14,35.61,7.98
1741809600,Kisumu,3,947.95,0.01,8.83,19.31,1.76,32.2,48.51,10.13
1741813200,Kisumu,3,1028.06,0.01,10.45,16.09,1.65,34.36,53.24,13.3
1741816800,Kisumu,3,1054.76,0.01,11.31,15.56,1.62,32.07,52.34,18.24
1741820400,Kisumu,3,1054.76,0.01,10.88,14.66,1.51,30.27,52.41,20.01
1741824000,Kisumu,3,988.01,0.01,10.37,13.05,1.4,29.52,54.01,19.0
1741827600,Kisumu,3,934.6,0.02,9.85,11.0,1.28,30.33,56.47,16.72
1741831200,Kisumu,3,921.25,0.04,9.68,8.67,1.1,31.79,58.88,12.92
1741834800,Kisumu,3,907.9,0.12,9.85,6.62,1.01,33.51,61.31,10.01
1741838400,Kisumu,3,934.6,0.52,10.8,4.34,1.34,37.74,67.64,8.99
1741842000,Kisumu,3,1028.06,1.63,11.48,3.13,1.73,43.3,75.99,8.99
1741845600,Kisumu,4,1148.22,2.21,11.48,10.46,2.0,50.27,84.82,10.01
1741849200,Kisumu,2,560.76,0.11,2.53,32.9,0.46,9.55,21.6,6.65
1741852800,Kisumu,1,440.6,0.06,1.35,32.9,0.32,4.33,11.31,5.0
1741856400,Kisumu,1,403.88,0.05,1.09,32.54,0.28,3.11,9.21,4.62
1741860000,Kisumu,1,410.56,0.05,1.07,33.26,0.29,2.97,8.66,5.07
1741863600,Kisumu,1,433.92,0.05,1.1,35.05,0.31,3.12,8.63,5.83
1741867200,Kisumu,1,447.27,0.05,1.1,36.84,0.31,3.07,8.4,6.33
1741870800,Kisumu,1,500.68,0.07,1.41,38.62,0.38,3.7,9.43,7.35
1741874400,Kisumu,1,567.44,0.07,2.31,38.62,0.5,4.91,11.68,8.36
1741878000,Kisumu,1,587.46,0.04,3.38,35.76,0.61,5.75,12.58,8.23
1741881600,Kisumu,1,640.87,0.01,4.93,31.11,0.93,9.8,17.73,8.99
1741885200,Kisumu,2,821.11,0.0,7.97,23.96,1.52,19.33,31.09,11.02
1741888800,Kisumu,3,1014.71,0.01,11.14,18.42,1.89,29.78,46.31,11.91
1741892400,Kisumu,3,1228.33,0.03,13.54,13.77,2.15,41.71,65.47,12.16
1741896000,Kisumu,4,1348.5,0.08,14.57,9.12,2.09,51.31,81.59,11.53
1741899600,Kisumu,3,1255.04,0.1,13.19,5.9,1.46,47.38,78.58,9.63
1741903200,Kisumu,3,1121.52,0.16,11.65,4.07,1.04,41.42,70.53,8.61
1741906800,Kisumu,3,961.3,0.18,9.94,3.22,0.75,33.43,57.88,6.65
1741910400,Kisumu,2,761.03,0.19,7.97,3.08,0.53,22.95,40.89,5.19
1741914000,Kisumu,2,640.87,0.19,6.6,3.35,0.48,16.86,30.72,5.13
1741917600,Kisumu,2,594.14,0.2,6.0,3.44,0.53,14.97,27.79,6.14
1741921200,Kisumu,2,594.14,0.3,6.0,3.31,0.72,15.59,29.1,8.36
1741924800,Kisumu,2,674.25,0.89,6.94,2.57,1.33,20.71,38.18,11.02
1741928400,Kisumu,3,801.09,2.74,6.68,8.14,1.74,28.86,50.75,10.64
1741932000,Kisumu,3,934.6,1.84,6.85,40.41,1.89,41.31,65.55,11.53
1741935600,Kisumu,1,413.89,0.14,0.73,42.2,0.33,5.9,13.14,4.69
1741939200,Kisumu,1,353.81,0.08,0.4,43.99,0.25,3.55,9.06,3.74
1741942800,Kisumu,1,350.48,0.07,0.36,47.21,0.25,3.43,8.86,3.89
1741946400,Kisumu,1,413.89,0.11,0.62,50.78,0.38,5.25,12.05,5.83
1741950000,Kisumu,1,514.03,0.16,1.08,55.07,0.61,8.37,17.15,8.11
1741953600,Kisumu,2,567.44,0.18,1.52,57.22,0.74,10.02,19.33,8.87
1741957200,Kisumu,2,574.11,0.21,1.88,57.94,0.8,10.32,19.38,9.12
1741960800,Kisumu,2,594.14,0.29,2.42,62.94,0.9,11.91,21.87,9.63
1741964400,Kisumu,2,627.52,0.31,3.38,65.09,1.04,14.75,26.19,10.39
1741968000,Kisumu,2,761.03,0.1,6.6,53.64,1.68,22.94,38.09,13.68
1741971600,Kisumu,3,1014.71,0.0,10.88,38.27,2.71,39.21,60.87,19.51
1741975200,Kisumu,4,1241.68,0.0,14.05,28.61,3.4,55.7,83.17,23.56
1741978800,Kisumu,4,1375.2,0.0,15.08,24.68,3.52,65.54,97.9,23.81
1741982400,Kisumu,4,1348.5,0.0,14.22,22.89,2.89,64.33,99.49,19.76
1741986000,Kisumu,4,1174.93,0.0,11.65,21.82,1.91,53.26,87.03,14.31
1741989600,Kisumu,3,1014.71,0.0,9.17,19.85,1.19,43.29,72.86,10.13
1741993200,Kisumu,3,894.55,0.0,7.45,17.7,0.81,36.83,62.21,7.85
1741996800,Kisumu,3,787.73,0.01,6.43,14.84,0.6,32.33,54.01,6.59
1742000400,Kisumu,3,727.65,0.01,6.08,12.52,0.54,29.72,48.67,6.4
1742004000,Kisumu,3,714.3,0.02,6.17,11.09,0.56,28.15,45.53,6.78
1742007600,Kisumu,3,747.68,0.04,6.77,9.92,0.71,28.65,45.81,8.23
1742011200,Kisumu,3,841.14,0.14,8.4,8.76,1.13,31.24,49.34,9.88
1742014800,Kisumu,3,894.55,0.57,9.42,8.23,1.33,31.66,50.5,8.74
1742018400,Kisumu,3,827.79,1.15,7.2,17.7,1.15,26.36,43.39,8.74
1742022000,Kisumu,1,387.19,0.1,1.3,47.21,0.29,5.35,11.96,4.12
1742025600,Kisumu,1,330.45,0.04,0.66,49.35,0.22,3.45,8.68,3.17
1742029200,Kisumu,1,323.77,0.03,0.57,49.35,0.2,3.11,7.96,3.13
1742032800,Kisumu,1,380.52,0.04,0.99,48.64,0.31,3.86,9.08,4.75
1742036400,Kisumu,1,453.95,0.06,1.63,47.21,0.47,5.03,10.8,6.21
1742040000,Kisumu,1,467.3,0.06,1.97,46.49,0.54,5.3,10.93,6.4
1742043600,Kisumu,1,447.27,0.04,2.03,47.21,0.53,4.86,10.06,6.33
1742047200,Kisumu,1,423.91,0.03,2.21,45.78,0.48,4.2,8.84,5.89
1742050800,Kisumu,1,433.92,0.02,2.46,45.78,0.47,4.09,8.3,5.57
1742054400,Kisumu,1,487.33,0.01,3.13,45.06,0.7,6.97,12.44,6.71
1742058000,Kisumu,2,567.44,0.0,4.33,40.41,1.07,12.58,20.44,9.12
1742061600,Kisumu,2,634.19,0.0,5.01,36.84,1.25,17.19,26.79,9.88
1742065200,Kisumu,2,714.3,0.0,5.74,32.9,1.43,22.41,34.11,9.88
1742068800,Kisumu,3,814.44,0.0,6.85,27.18,1.46,28.48,43.1,10.13
1742072400,Kisumu,3,807.76,0.0,7.2,22.35,1.06,28.39,45.1,8.87
1742076000,Kisumu,3,767.71,0.0,7.03,18.42,0.75,26.3,44.18,7.98
1742079600,Kisumu,2,727.65,0.01,6.34,15.91,0.6,24.22,42.1,7.16
1742083200,Kisumu,2,674.25,0.01,5.31,14.31,0.51,21.54,38.28,6.46
1742086800,Kisumu,2,647.54,0.01,4.67,13.41,0.52,20.13,35.72,6.78
1742090400,Kisumu,2,660.9,0.02,4.63,12.87,0.59,20.11,35.01,8.36
1742094000,Kisumu,2,700.95,0.03,5.14,12.52,0.77,21.15,36.28,11.4
1742097600,Kisumu,3,787.73,0.09,6.85,11.18,1.27,25.2,43.12,14.44
1742101200,Kisumu,3,934.6,0.59,8.31,11.18,1.59,31.27,51.5,12.41
